Problems
"To improve myself, travel, and make money",Wish could eat more to put on more to bulk up by the end of BCT,I'm trying to gain weight in BCT and turn it into muscle ,Automatically put people we is under a program or to eat more food while I'm here
I joined so that my family could look at me and be proud ,Like on Wednesday getting my phone to call my family ,Your very limited to your phone and the outside world you can't understand how it is until your in the situation ,No
Mostly as a way to start my future with good bearing.,"Since yellow phase was a big deal, we had to get chow delivered. As a result the menu options were heavily restricted. By result people with dietary restrictions had a hard time adjusting to the lack of varying nutrients.",Don't come to BCT as a vegetarian because they won't cater towards your restriction.,Maybe incorporate pre-packaged meals into breakfast and lunch chow. Besides MRE's of-course. Atleast for yellow phase vegetarian trainees.
So that my future family will have a better life than I had growing up,I forgot to get her address and i don't know how to get her address to send her letters,Get every address of anyone you would want to send mail to,No
I didn't want a boring life and I also want to be able to care for my younger sisters,"Most things have been decent, for basic training standards anyways. Hostile environments and tension in the air could be worked on ",Hostile environments can be an issue sometimes among trainees and even drill sergeants ,
My family was in the army and the lifelong benefits ,I ask to many questions ,You just need to shut the fuck up,Stop asking questions 
Family tradition,Thank you,Get directly into training instead of wasting time,
College and it seems like a good career path,Pull ups,Don't cheat yourself and apply yourself ,
"Family tradition and to serve for God, Family and my country ",I am not like myself at home and I try better than ever before,That BCT will make you more disciplined and make you a better person,To do better each day
College ,All of them where challenging ,I work out and practice drills all day,Nope
I joined because I wanted to doing something meaningful and cool in my life and help take care of my family and future ,I really don't enjoyed PT in the morning and the classroom sessions to gain knowledge before we start doing a lot more training ,"It's a lot like a college team. You workout in the morning, go to class, and workout later in the day",
To help my mother get her green card,Moving fast,There will be times where you won't have time to think,Be ready and focus harder
College and to set myself up for a better life,I wish we were a little more prepared for when things kick off this next week,I wish we did more at first to prepare us for when things get more hectic,Not really
"College financial help, travel, prior family military service ",The punishments for specific things could be more compartmentalized instead of everyone getting punished especially if platoon members are fighting ,Punishments for specific situations should only be punishing the people involved and not the whole platoon,Not sure exactly but a way could be to separate the people who are fighting in the first place
"To secure a future, which included Getting Naturalization and getting benefits for college, and lastly Serving The United States. ",I have gain a Growth mindset and I have become more disciplined than I was before joining ,Valuing the process of life staying positive and obeying orders given. ,Staying motivated and keep pushing through. 
Cuz I wanted to,No,It isn't as hard as you would think,Give us more food
Help pay for college and set up my future in the army,My rank/pay grade is not correct as I should be a e3 but all my paperwork says e1,I'm not getting paid right,No
For personal pride and to prove I'm capable of being more,I needed to exercise more and get used to to hard work sooner,Harder work sooner makes for an easier time now,Work harder and keep pushing myself
Great career and to better my life ,Only three drill Sargents are assigned to my platoon I don't feel like it is enough to watch over 30 plus trainees,Only three drill Sargents watch over our platoon. So we need more to watch over us when one or two may be gone,Not sure
To help build a life for myself and fiancée and to get experience so I can become a state trooper ,I think everything has been done appropriately and in the right order ,It's what has been described since before coming here ,There's no being rude or cruel 
I wanted to come to the army to learn wheeled mechanics and better myself and set a good example for my younger siblings ,Everything has been organized really good ,The times that we wake up and eat are at good times and we get good breaks in the shade,No
to better my life and provide for my future family,nothing crazy has really happened. basic is how it's supposed to be,"dont be scared of joining. its basic, so dont think that these people are here to be your friend. they have one job, to transition you from civilian ti solider life",no
2003,I can't think of anything that could have been done differently ,Basic training has been what I expected and I wouldn't change anything ,Not really 
I joined to get my parents legal status changed ,Not enough people from the bays speak up on what's going on so the drill sergeants don't know certain problems that are going on with other trainees,There's a lot of drama with the females and nothing really gets resolved with the drill sergeants because no one wants to be a snitch ,Have all female trainees go to the classroom and write slips on situations they want fixed 
I decided to join to further my education and also because a lot of my family is military ,Just better communication within platoons and drill sergeants with trainees,Just better communication skills making sure everyone is on the same page so that way for us trainees were more prepared ,By talking more and making sure everyone is on the same page
To better myself ,I wish I did more exercises prior to shipping here for training. The physical training we do here is very strenuous. Not impossible but it would've been easier if I had did some work prior. ,I would say practice upper body and core workouts,No
Benefits,Nothing can be done differently ,BCT is organized ,No
"I joined for the VA loan, and the education benefits. ","Well, the bay I reside in hasn't been working so they installed temporary AC units, but the bay still has room temperatures of 77-80 degrees. The drill sergeants do their best to make it cooler, but it's still hot at night. ",I wish the AC units in the rooms would function better. ,Maybe having different people work on the AC units to fix it. 
I'm not 100% sure yet ,I don't think enough happened for me to want to change anything ,I would want them to train more ,No
"I decided to join army for my college benefits, for my family and wanted to do something for my country. ",They are making us do our work on time and making us used to this environment which is completely different from my civilian life.. I don't think there is anything that needs to be changed or done differently ,"I would say that the life here is totally different from what it is outside and I think it's really good to have the life we have in here, disciplined, everything on time, respect, teamwork .. ",Not really .. I don't have anything that I can put on this 
For the benefits and to help with schooling ,The separation of females and males between the platoons. Due to the COVID guidelines. Because when we then intergrade into our actual platoon we will be behind. ,That there is different phases here at BCT and that due to COVID there was a delay into transferring into the first actual first phase which is red phase ,Just taking the proper and appropriate steps for covid. Also with covid testing 
I joined for college purposes and it's honestly what I've always wanted to do,I hope we can hold Not be  getting punished for peoples actions even when you've tried to correct them but they are being hard headed. ,Can not *,"And making sure trainees know that they are responsible for their actions.  Not bringing to whole team down. Like if they mess up, they have to get punished, not everyone especially when we have told them not to "
college benefits and to support my family,so we get to keep our phones but only take them out at night during our personal time ,i would just describe to them that we won't know when we get our next phone call but that i wish i could call home at night,i'm not 100% sure but i think maybe if we talked to the high chain of command and explained to them maybe they would understand 
College Tuition and Family,I wish we had integrated with our respective platoons earlier so that we could learn and get to know our battle buddies/learn the regulations of our platoons.,Because of COVID-19 we were stuck in a 5th platoon/group of all females so that we would stay separated/quarantined.  After quarantine is done then we integrated with our actual platoon/group.,No
I joined because tuition benefits ,Like I was expecting more stuff like yelling and screaming I was ready prepare ,Some of my friends that was in basic training was telling that it is hard and that the run a lot they don't eat enough and they don't sleep enough so I have prepare myself by starting running 2 weeks before my shipment and less sleep ,No
Nope,"More personal time because we only have an hour to do laundry, personal hygiene, and exercise but there are a lot of other people who want to do the same things so not everyone gets to do and yeah",Don't join and you won't have to worry--- we only have 1 hour to ourselves to do multiple things and not everyone gets to do it,I don't have any
The tuition and benefits ,I don't wish anything to change because I can't do anything anyways,I'm getting discharged so no reason for me to continue ,Go home and check what I need to rejoin.
To serve my country and to start a financial plan so my family has one less kid to worry about ,I knew it was going to be hard work and there would be a lot of stress but the drill sergeants make sure we understand why we do something ,I would tell them that it's going to be hard but in the end it is good for you and the drill sergeants are doing their jobs to make sure we become good soldiers ,Make sure that all trainees are able to hear and see explanations 
for benefits ,basically got more in shape & strengthening my core more ,"I would tell them to focus on cardio, endurance & their core ",just exercising on my own 
I decided to join the Army to pay for cosmetology school and gain more self independence.,We working on our push ups and sit ups.  But I also know we had to adapt to the humidity here. ,I would describe it to someone who isn't in BCT by saying working on your physical weakness for example push ups or sit-ups can be difficult if you are not adapted to the climate/humidity. But that shouldn't stop you. Because you can do exercise outside for 15 minutes and do 15 minutes in the house. And alternate back and fourth.,What causing it is. That some people who aren't from here wouldn't be adapted to our climate/humidity in a day. It takes a while to be fully adapted and if you aren't it can cause serious injuries. ,I would say having more time to fill out camel backs and more water breaks. And we can also go outside more but take breaks to cool off.
I wanted to start a life for myself and my boyfriend. I also realized that the benefits are worth the work. And I would like to go to college for free.,"In Yellow Phase, (Quarantine) we train but the exercise needs to be explained more throughly. Also, having kettle bells and deadlift weights Day 0 would have helped me so much.",Explain exercises better and have weights in the room from Day 0.,The Weights are placed in a storage container. So have some Cadre or Trainees clean/sanitize the weights and bring them up to the rooms before Day 1. Drill Sergeants explain each exercise for 2 days instead of 1 to make sure each trainee is doing it properly. is how I would improve it.
Benefits & wanting to be apart of something big,"So I am flat footed as in I have no arch support in my feet. But 120th issued me the wrong pt shoes for people who have perfectly arched feet. So when they moved me to BC ... the more I had walked the more the pain in my feet was getting worse. So finally they issued me the right shoes, but now I'm still in pain & im doing exercises to heal.",If you are flat footed please make it your mission for 120th to issue you the right shoes & do not let them tell you what to get for your feet.,Getting the right shoes & stop issuing the wrong shoes. No one wants to do BT uncomfortable.
My parents were both in the military I decided to follow their path since the education and health benefits ,So COVID-19 caused for the girls to be separated from the boys. Because of this while I know the girls of the platoon really well but I know nothing about the boys which may make it difficult to work with some of them since I don't understand their backgrounds so things they say may be taken differently from by me so we could have miscommunication which would make teamwork difficult,There may be miscommunication between members of a team since they hardly know each other,It can be fixed by ensuring people are vaccinated to lessen the possibility of COVID-19 going through the company. The way it could be improved and fixed would be to mandate COVID-19 vaccinations to those who can safely have it so the company will have herd immunity 
Financial support ,I wish we ran more rather than doing so many core workouts and push up and stuff like that ,I wish we ran more rather than doing so many core workouts and push up and stuff like that ,No
Yes,Instead of waiting to integrate due to COVID it would've been easier to integrate males and females training so that it would not have felt like some trainees are falling behind.,"I think that there should be no yellow phase and we should get straight into red, or if there is a yellow phase and there's a whole separate platoon for the females it should stay like that so there's no moving and switching what Group you're put into training with.","Yes, being less strict on COVID restrictions "
For stability and too further my education ,It's hard to explain ,Communication as in being hard to approach without seeming annoyed n making sense when giving direction for example they say when need to correct our battle buddies and when we do they yell in say it doesn't require talking,Punished 
To join the army band and persue my career in music performance ,"Leadership skills, Running.",I wish I found out that I needed to working on my leadership skills and my performance with running sooner.,Asking for advice when it comes to leading. As for the running issue I may just need different shoes.
College money,I don't think anything can be improved,"I wouldn't, because I said nothing",No
For school and to better myself ,I miss my family ,We only get our phones for anoint an hour every Sunday and I wish we had more time to talk to our family ,Either giving more phone time on Sunday or do a second day with our phones
College money,Certain lessons or events that would be done each day,Daily tasks on what you will be completing each day,Making a planned schedule 
For financial stability for myself and future family and help others that can't help them selves,Most cardio stretches before engaging cardio,Take your time and make sure you get in a good stretch before engaging any activity ,Continue with very deep stretches and make the stretching process longer than usual so you can get in the stretches 
"I joined for the benefits, to make my family proud, and to travel as well as gain a variety of marketable skills ",I wish we could have practiced more on our team building skills and do some character building classes to get everyone on track and build chemistry between the whole platoon.,I would describe it to someone outside of BCT as a team building exercise that brings everyone closer together so we can work better as a team and we all strive to work going the same direction.,The character classes should do the job!
Family Heritage and to take care of my family ,"I've always been a hands on person, so being in the classroom all day really sucked plus it gave me time to sit and think which isn't good the first few days for new recruits ",New recruits always want to go home. So giving them time to sit and think about home doesn't help them adjust the to the army life style ,I think you guys are doing pretty good with it 
"To secure a bright future for myself, Serve my country, and make my family proud",At final formation the Drill Sergeant would use a megaphone to talk but would face away from most of the trainees. This made it very hard to hear and understand important information.,At the end of the day the drill sergeant was very hard to understand when giving us instructions because he was using a megaphone and facing away from us,The Drill Sergeants at the reception battalion have a very repetitive and daunting job which could cause them to not care as much about their job or become bored/disgruntled ,Having a more defined schedule and more effective means to get information to both Drill Sergeants and trainees at the reception battalion 
Financial stability and secure future for my self and future family ,Ive never been the person to take weight lifting and stretching seriously and I'm trying to change that but I don't know how ,Honestly the way I put it. I like to workout and improve my strength but I have a hard time being motivated,Just self improvement Honestly 
"college, benefits, self improvement ",The senior drill sergeant put in an emergency work order to fix the water temperature from but it hasn't been fixed even though people have come to work on it,"water too hot = bad 
water too cold = bad
water not too hot and not too cold = good",call plumbers
Education ,The difference between parade rest and at ease and when to use them ,When to stand in certain positions ,Using different positions when waiting for certain things. Sometimes it switches back and forth between parade rest and attention when waiting for the same thing ,More teaching and elaborating on it in the first days at BCT
I wanted to better myself as a person and support my future family ,Except the air conditioning ,It's hot in the bays,Get air conditioning guys to come out and fix it
Financial stability and to take care of my family,It's been a fairly smooth process. It's gone as well as you would expect,The drill Sargents keep things moving at a good pace and keep situations under control. Every day is well planned and well executed ,No
"I decided to join for the money stability, travel, and job  experience",We have done qlot of paperwork and classroom learning. And instead of that i would rather be out and about doing the stuff,The first 2 weeks are alot of paperwork and its kinda dissapointing,If i were to guess its so that we dont put any of the other trainees in danger and so you can reqch out to people who learn better in different ways,Not that i can think of
Financially stability and collage ,I don't have any problems with the training ,The training is good and it gets you in shape physically and also makes you mentally discipline ,No not right now 
To support my family the most my 3 sisters,"Although we are doing ok, when it comes to showing discipline, some of trainees just can't keep quiet or Stand in the position of attention",It is a new life and really is a great experience to become a soldier,I really wish that we all can agree with each other and hope we can try better for tomorrow
I decided to join for college and to prove to myself that I can do anything I put my mind to.,"Training for me has went great, nothing to really improve on ",My basic training experience so far has been pretty good,
The values and knowledge I will gain here will help me achieve my bigger goals in life.,"Even though the meals have been accommodating to vegetarians,non beef or pork eaters, I feel as if it's a lack of knowledge of the different types of dietary restrictions such as vegans etc..","In BCT coming in as a vegetarian, or a person with dietary restrictions it could be difficult deciphering what food you can and cannot eat due to non labeling and some staff lack of knowledge of what can supplement the nutrients you may miss when non eating  the same as everyone else.",More research and awareness of the many different dietary restrictions that many may have and adjust to the number of recruits with such dietary restrictions.
This is my only way to build a good life,Somethings we did felt like it took longer than it shouldve,Lots of waiting,No
Both my mom & dad join & I think it is good for long time goals,I think everything was right. Do what you are told to do & I tried my hardest on everything.,Hard work & yelling ,Nothing I think the ds are doing what needs to be done
For college money and citizenship,We need to do more running ,Alot of running improves your body physical fitness,No
College and to help my mother,"I mean the schedule of the day

I wish we could understand what we were attempting to do more at times ","I would explain it by saying that

Sometimes there is a lack of purpose in what we do, and I feel it isnr planned out",
To build a foundation,"No, I can't think of one thing that had been done differently.",Over the last 2 weeks,Improving what exactly?
Alot of different reasons ranging from pride to personal gain,They usually are each doing similar thing but in their own way or just not on the same schedule,They aren't on the same page alot,Have them make like a weekly plan on Sunday or something
To provide for my spouse and my future family,When some drill sergeants tell you where to go they yell and most the time things get miscommunicated,Pay attention very close to what drill sergeants has to say,Fix the speakers so things can be heard clearly
I joined because of family tradition and to better myself,We were in the bay either doing maintenance or sitting around till chow or class time. It took up a good amount of time of every day,We were either sitting around or cleaning when we were not in the class or eating ,No 
I decided to join because I wanted to do something better with my life,Yes,It's not a bad time you meet some great people and make friends and learn to become a soldier,No
Money,It was a solid block of tomato sauce,You have to eat cold Mac and cheese right in front of a working microwave,A microwave
"Yes, I decided to join the Army to be a part of something great, and to be the best ""me"".","In my opinion everything was done as well it could have been conducted, the only thing I wish we could have done different is the required mask, but with covid-19 still on the loose it would be unsafe to do so.",Masks suck and so does disease but I guess we need one to help stop the other.,Keep wearing masks would probably keep transmission rates down
My uncle served in Vietnam and I wanted to start a career in aviation ,Better timing ,The waiting,No
Berea Ohio,Every company had done dings wrong bc we don't know what to do but we all did get down and do push ups and all but it was well deserved. We also have plenty of activities to do wether it would be workouts or running the track. We also get weights in our bay to help us prepare for the test. And everyone knows what they need to get on there test to pass and I try my best to get what I need to get done.,"As long as you listen, do as your are told, and work for your goals in your free time then you will be successful",While in the bay I personally can talk to them and help them understand what to do to get through
For school ,The first 2 week been good,The first 2 week nothing interesting happen. We started to learn about the army and the company leaders,No
For the benefits,No the training was fine I learned a lot,It's hard but remember why you joined ,No
To pay for college,"In first platoon, we were put away for the rest of the company so we were usually running back and forth between delta and Charlie company. ",Be ready to run ,No
It would set me up for later in life,Instead of all of Charlie staying in one barracks my platoon had to move to a different building for yellow phase,They split us up into a different building away from the rest of the company ,Not sure 
2003,I wish that the stuff we received would've been more organized and less we were carrying 6 bags at a time and there was people who couldn't do that ,Pack light don't bring a budged hygiene stuff and lots of clothes bring one change of clothes and the important hygiene stuff and leave it at that ,I think it's the lack of communication of what you really need to bring to basic and what is given to you. And the fact that you get 3 to 5 bags you have to carry ,Make the info about what you receive at BCT more open and also teach trainees how to pack the items they received better 
Money and football ,A lot of things were switched last minute or not firm on what to do ,I would say always keep your guard up and don't get comfortable ,Organization 
I wanted to become more disciplined and have college money,Getting ice tubs to cool down on a regular it's really hot ,It's hot and I want an ice bath to cool off,Build more shady areas 
I joined the Utah army national guard for my family. And In case my kids ever join the military i wanted to be able to help them with my exsperiences.,Theres paper work and hurry up and wait and all that. Just boring and tediouse. Dealing with all the high school age and type kids kinda sucks but thats because im 30.,I frel like that would eork out side of basic training. ,Not really. Maybe set bays up by age. But that would kinda go against EO
Family reasons,Starting to go through some of the different obstacles courses to help build platoon strength ,Having platoons going through basic obstacles courses to build teamwork ,The pandemic has a effect on the things that we can and can't do during the first two weeks. So it begins to feel like we just sit around and not do a whole lot,I believe the best way to fix this is to have a quarantine period during reception and then when trainees get to the company basic training starts like normal
To get a better job than landscaping to improve the lives of my wife and i,"They cause chafing, acne, make your eyes more tired when the hot air is released etc",It already should,No
Get a good job that will make me money,We wernt allowed much sleep at the 120th and it would have been better if I could have gotten more sleep at the 120th,You are not allowed to get much sleep during procesing at the 120th ,Let there be more allowed sleeping time
Benefits and College,More difinitive schedules,Things change all the time,No
Always wanted to due to the respect I have had and wanted to earn the same respect ,It's a lot of sitting not doing much waiting and anticipating red phase. There are some days that are fine then others that we sit and do nothing,Just a lot of sitting and waiting not much trying ,"No, not really it's just two weeks. It's sucks but what can you do about it with Covid 
"
2003,Everything was slow moving at a slow pace and we didn't get into any real action yet,Boring ,No not really 
I joined to help me become more stable after highschool and to get benefits ,Nothing,In Basic training you have to be very physical ,No everything is great
"Just wanted to get as much done while I'm young, and ultimately for the health and education benefits ",I think all went pretty well nothing was really inconvenient ,All directions and overall guidance from the military/civilian staff members were clear and comprehensive ,Nope
To Get away from the bad things in my town,It felt like at times we didn't know what would come next instead of telling us this is what's happening through out the day, We didn't have a day plan of what was going on it was mostly hour by hour,At final formation or dinner chow we are told what to prepare our selves for in the coming day
For the benefits of having college paid for and to have a job rather than sitting around doing nothing.,"Drill sergeants often times don't give enough time to complete the tasks we are given. The tasks given to us often take longer than what they give us such as cleaning the entire bay, sweeping, cleaning the bathrooms in 10 mins. Just wish we were given more time to complete our day to day duties.",Honestly I wouldnt describe it any other way than that.,Spread the activities for the week evenly amongst the week. Make each day even and have equal amounts of tasks so one doesnt get overwhelmed like many of us are.
For college benefits ,I wish our platoon didnt get split up and go into 2 different bays when yellow phase ends because we just got adjusted to the bay we were in and the people in our platoon ,The company was in a quarentine with each other and my platoon went to a different company but when it ended we back to our company and got split up to fit in the company barracks ,No
For the benefits,Get the benefits for college.,"After bct, if you want to get more skill in the mos, go to college ","After AIT, go to schooling for more skill"
College,That we turn our rifles in daily instead of only once ,That is hell but It can be fun ,Make a giant 10 mile dome over fort jackson and ac the entire place 
To set a good example,My battle buddy/friend from hawaii that i came here with is in 2nd platoon ,I got separated from my friend in reception,No
To have college benefits,To pay close attention closely to drill sergeants order.,Always stay cautious of any orders that is given to you. And never let your guard down,Make better friendly contact with them to reason out the situation 
My high school grades were too bad to get into college so I planned to use having military service on my resume to help me with college,"Well what with how hot South Carolina gets, and how briefs can tend to range from 10-45 minutes sitting out in the sun that whole time isn't the most pleasurable. It is the Army though, so...",More shade.,More. Shade.
I have always wanted to join the military and I wanted to start a mechanics career and college isn't for me ,That's the company I'm with I really wish I had done more working out and physical training before I came here because I have been struggling with a few things physically and mentally ,To really prepare yourself because it's going to smack you in the face ,Ive never been away from home before and i miss home and things I used to do plus I didn't work out much before I came and I'm regretting not preparing more,Put in 100% every day and hope everything will improve plus hopefully being busy will help with homesickness 
I wanted to get away and start my life off to a good start ,"I wish I would've learned the soldiers creed, army song, etc a little sooner ",I would say it's helpful to learn the things you're going to learn at basic prior to coming so that it's easier ,"I think what's causing it is that the process of learning is slower when trainees aren't familiar with the information prior to coming, where as if trainees knew a little bit of information the learning process would be much faster and you'd be able to move on to different learning topics sooner ",If I was to give advice my advice would be to study one topic in your bay every night and then move to a different topic and study that even if you haven't learned it in class yet
To get a stable foundation where I could build my resume and become more successful ,I would like to learn a little bit more about my MOS in basic training,I'm not sure ,I don't have any thoughts
Will be a fourth gen military and also I join for my daughter,I would like more run with just my battle buddy when we are on personal time,I would like more run with just my battle buddy when we are on personal time,Nothing 
2003,"I wish we had more food, and good weather ",Learn more about BCT before joining,Not that I know of
To be put in a better situation ,I think they should bring back shark attacks ,Getting yelled at a lot,No
"For my six year plain, why ",The improvement thing ,I will find ways to make my dreams come true,Compete with the person I need to be 5 years from now 
,,,
I decided to join because I want be a better person and help my wife and family ,I didn't study for the asvab that well. But I still like my MOS ,Just be prepared and take notes of instructions ,Studying and sleep 
2003,I mean everything is what I expected to happen in basic training ,It's hard and challenging but it's all for the better to make yourself a better person and to serve you're country ,None whatsoever 
2003,Yeah,"I just miss family, that's its ","No, it's just a mindset thing"
Skill,The people that are in the platoon can't control the people that talk and move in formation therefore we get cracked down on for no reason on our side ,"In a formation you are to stand at attention, not talk and not move until you are released. Some people don't care about that and get us in trouble",Look out for the people that don't care and bring incentives on the table for people that do
Education and to get away from home,,,
I wanted to do it instead of college,,,
To better myself and help support my niece ,120th gave me to big of pants and said it was fine and they gave me to big of pt shoes. But other than that I think everything is going well. I wish we didn't have to purchase the items we are already brought with us. ,When we first got here in reception the people were rude when you told them that stuff was to big and at the store you are made to purchase items even if your recruiter told you to bring them with you. ,I'm not sure if the people there are just stressed or if there is air of us they are trying to get through but we need the proper stuff so it makes it go easier for us through BCT. ,Just listen to the trainee if they say something is to big because we know our bodies best and what feels to big or to small
To buy my home and to start my business ,I wish I waited to join and get a better job ,I miss home a lot I sometimes wish I didn't join,Not really
"For a better life , I was in a difficult situation ",I wish I was more mentally and physically ready. And used to a controlled environment ,To get emotionally strong and used to not having everything down their way. And to exercise more. And that bad and sad days are gonna happen a lot ,I don't really. 
For my father who had to leave the army to raise my sister and I ,"I wish we had been informed more of the things that were going to happen, I was told that training was 9 week and 4 days but in reality it's 11 weeks so I wish for more communication",That I know I need to be flexible but I want to be more informed about what's happening ,The drill Sargents don't want us to know everything that's happening during training but for some of us that's how we stay positive ,More communication 
I joined because I wanted a better life for myself and also to get away from home and see the world ,Well I wish I would have exercised before I came to basic training because now my body not use to the pt we are doing ,I would describe it as start doing your tasks before time so you wouldn't have to go threw the difference phases ,I have to work harder 
To use it as a stepping stone to build as a person and to help pay for college ,Instead of sitting in the classroom I wish we were able to start learning more of the cadences and March more ,Marching and singing different cadences more instead of sitting in the classroom ,Covid test when the platoons all arrive so the females can move into the platoons faster 
"To help people, for college, and to set a example for my younger brothers and sisters ",When we got off the plane we didn't get to sleep until the next night and it made it hard and confusing to get all the paper work done and listen to people without falling asleep and we all brought a lot of things that we didn't need and had to carry for no reason ,Don't bring a lot of stuff just one pair of clothes to change into a tooth brush personal care items and that's all ,No
"I joined because I believe you should serve of you able to. To be apart of a cause bigger then yourself. Plus I would get to travel, my school paid for. ",I wish the females and males were together from the start. Now that we are starting to merge I feel as if we are behind on some of the stuff the males are doing. The food could definitely be better. Besides that everything else is going smooth ,What do you mean ,"For our company the females are not allowed to learn cadences, and stuff like that. We just got the basic yellow phase information ",Just keeping everyone merged from the beginning instead of separating females from the males 
School ,Yes,Cool,No 
Make a better life for me,Twice as much food that we get per meal for everyone ,You have to eat all your food in less than 15 minutes ,Making everyone wake up earlier 
Family influence and paying for college,,,
For college education ,So I won't have to carry much stuff,Don't bring so much personal stuff because you will be given most of the items you need and more,Make a checking list of necessary stuff to bring
College and family,"We only do morning pt, chow, and classes","We exercise, eat and learn stuff about bct",No
Sure that's fine I join the army to work on myself ,"Sure I never really worked out before that includes running, push up etc",I would tell that person that they should work on their body strength and endurance before coming to boot camp,Not as yet
I've wanted to join since I was around 8 or 9 years old. I also wanted to better myself and become stronger.,No,...,No
Army has good opportunities ,Yellow phase is too boring and I expected more,Disappointing ,No 
Personal growth,There are a lot of people in my platoon who don't care and that makes my experience much worse,People don't care about anything but themselves ,Nope
"Student loan repayment, Grad school benefits.",There's nothing I could have done differently.,Just stay motivated ,No
"You're welcome , I joined to try to instill discipline and make my family proud ",I haven't had enough time to decide if i would do anything differently,"I would say wait until you get out of yellow phase to decide , because it is the same thing everyday ",Not at the moment i do not 
To buy a hellcat,It was a lot of waiting around ,That the first 2 weeks are slow and boring but it picks up after that ,Just no more yellow phase 
,,,
Yea sure,No,I don't know ,Drill seargents getting to know their trainees more 
For college benefits,We were left alone for various hours without anything to do,It's a lot of sitting and waiting,It's dependent on the people in charge 
for financial reasons & a backup plan. & to be more disciplined & apart of something bigger.,as far as us getting our periods every month & us needing products. they don't provide for us enough. ,"""my drill sergeants didn't seem to care about the females' feminine hygiene"" ","not on my own , no."
it was just always a goal once i started high school and i didn't know exactly what i wanted to do after  ,like some girls came in knowing most things already ,like knowing the orders and stuff,reading my skills level 1 book 
I wanted to be part of something bigger than myself. Wanted to succeed & have a better lifestyle ,I think everything was fine ,I'm having a good time ,Nope 
the benefits buts mostly financial support to have a good foundation and try for custody of my niece ,"i know we're learning to be disciplined but some events seemed too much, but other than that i think it's a good training environment ",to be ready for anything because you don't know when something or someone isn't going to go how to thought or believed it to go,just increase of communication and a little more understanding. perception and how the leadership perceives something is important with their respect but trainees can also perceive the situation and something wholly different
I decided to join to get the benefits the army provides for schooling ,We ran out of personal hygiene products fast and we need more ,It's hard to get your essentials here not like in the civilian world were if you run out you get to go to the store whenever you want ,Just to have time to go to the store 
I wanted to challenge myself and be part of a large scale group. Also the benefits ,Lots of drill sergeants weren't  aware of some trainees issues that were elaborated with other drill Sargents  causing issues that would've been prevented through better communication. Issues being medical or along those lines where trainees are different from the rest ,Communication within drill sergeants and trainees is bad ,Be more organized or have noticeable things on trainees so drill Sargents can know 
,,,
because i didn't wanna go to collage and my dad always said growing up it was his biggest regret not joining so it made me want to even more ,there hasn't been anything i wish was different ,i would say that basic training has been hard and you have to keep pushing ,no i don't because it's already been good
To prove to my little brother that you can do anything that you set you're mind to,Everything had gone fine,If you put the work in you will get better results out of everything you are doing,No
Needed a job ,It's not as bad as I thought it would be but it's a little of what I expected ,I thought I would get yelled at a lot more but I havent ,No 
I joined because I wanted to change my life and I may have a kid on the way not sure till this Sunday or next Sunday when we get phones again ,Like I study like I'm supposed to but I usually forget what I just learned ,I would try to tell them to use some note cards or something ,I could ask my battle buddies to help me study 
It's a long story. ,"Food services. When we eat, what we eat, and how much we eat. Throughout the day I feel light-headed because I feel I'm eating meals with two far gaps. If they provide energy bars throughout the day that'll help a ton. ","In BCT they feed us well, but not enough. ",Give out 3 or 4 bars throughout meals. 
Education,Eating on the floor was messy and seemed inefficient ,"We ate on the floor for 15 minutes right after rolling around in dirt. the servers couldn't wash their hands with soap and water, we instead used hand sanitizer but that turned the dirt into mud. It was more unsanitary than MRES and lead to a lot of food waste. ",Provide access to hand soap or disinfecting wipes. Have access to running water. Have people other than the trainees serving food. 
I wanted to experience the military life style. I'm hoping to join West Point this year so before I go I want to be able to adapt quicker and better.,I think it would have gone a lot better if it weren't for COVID. I can't blame the army for not letting us get up to task because their following orders to prevent us from getting COVID.,"COVID really delayed our tasks and activities such as doing the obstacle courses and more. Because we were unable to do these things on the normal set date, we had slot of gray empty space in between schedules. We usually would clean up our bay but it got to the point where things got boring. ",Hard to think of. But definitely having everyone vaccinated would ease the pressure. People who refuse the vaccine should be recycled. In my opinion
I needed to be able to provide for my wife and two kids.also I wanted to get stronger ,I'm 6'7 and the two blankets I got issued are a little short for me,The blankets are for short people,Next time go by the trainees height and give them a blanket that's at least a foot longer than them
Follow in the foot steps of my grandfathers ,We sit on a concrete slab outside like we are animals in a way and eat our food ,"I would tell them ""Hey they make you sit on the ground like animals and eat your food""",No
To better myself and make a difference ,"Yellow phase felt as if i was wasting
My time because I am vaccinated but still had to quarantine and slow my progression through bct ",Yellow phase wasted my time ,More organization and different places for vaccinated people 
